"DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES"
"CRI;BOG;61;120824;227431848"
"CRI;BOG;82;98631;185657077"
"CRI;BOG;32;34426;64801437"
"CRI;BOG;247;15458;29097212"
"CRI;BOG;1452;9087;171048236"
"CRI;BOG;2463;1724;3256929"
"CRI;BOG;1;903;1700475"
"CRI;BOG;50;30000;56470200"
"CRI;BOG;23;1231;231716054"
"CRI;BOG;51;1920;36140928"
"CRI;BOG;54;597;112375698"
"CRI;BOG;70;204258;385132544"
"CRI;BOG;43;15155;28489581"
"CRI;BOG;66;11791;221656651"
"CRI;BOG;74;15083;2835423"
"CRI;BOG;91;53152;99919382"
"CRI;BOG;103;281386;528971914"
"CRI;BOG;46;27694;52061397"
"CRI;BOG;97;81846;153860658"
"CRI;BOG;134;417479;784810423"
"CRI;BOG;360;6268;118035215"
"CRI;BOG;46;928;17475539"
"CRI;BOG;14;15445;29034747"
"CRI;BOG;8074;311845;589371458"
"CRI;BOG;195;4577;860237996"
"CRI;BOG;36;29196;54884976"
"CRI;BOG;90;2520;47501244"
"CRI;BOG;90;1998;376617006"
"CRI;BOG;4922;295;5556915"
"CRI;BOG;5011;44097;83005547"
"CRI;BOG;200;648;12246876"
"CRI;BOG;15;1554;29263996"
"CRI;BOG;160;2368;44599386"
"CRI;BOG;250;5307;100299647"
"CRI;BOG;500;2950;55753525"
"CRI;BOG;6624;2484;466962192"
"CRI;BOG;5000;250;469970"
"CRI;BOG;205;16000;30173440"
"CRI;BOG;596;1816;3413136"
"CRI;BOG;18375;33159;62642988"
"CRI;BOG;345;90693;171334495"
"CRI;BOG;2235;51955;97865036"
"CRI;BOG;95;173924;328572003"
"CRI;BOG;61;31151;58849535"
"CRI;BOG;18312;842672;1586195212"
"CRI;BOG;517;1756271;3303387687"
"CRI;BOG;183;499859;941631086"
"CRI;BOG;285;84925;1600997608"
"CRI;BOG;109370;515133;969655451"
"CRI;BOG;281;25571;48157708"
"CRI;BOG;1;1516;28556134"
"CRI;BOG;1;148886;280449114"
"CRI;BOG;100;16573;312432539"
"CRI;BOG;1;13171;24809554"
"CRI;BOG;29176;143422;2703437727"
"CRI;BOG;3735;42098;79723929"
"CRI;BOG;275;2624;4948444"
"CRI;BOG;47;18809;3553339853"
"CRI;BOG;19479;290571;547267233"
"CRI;BOG;1;2023;38079738"
"CRI;BOG;1018;68052;129456208"
"CRI;BOG;7;83471;157120802"
"CRI;BOG;5;64934;122227866"
"CRI;BOG;3;74499;140232448"
"CRI;BOG;5;144915;272779301"
"CRI;BOG;2;20144;37917857"
"CRI;BOG;2;26746;50345066"
"CRI;BOG;2;6102;11486039"
"CRI;BOG;8;46124;8682105"
"CRI;BOG;800;29171;55024612"
"CRI;BOG;4000;4120;77638516"
"CRI;BOG;12306;74585;140474881"
"CRI;BOG;40;1526;2874099"
"CRI;BOG;199;12908;24324222"
"CRI;BOG;1525;5636;1062724672"
"CRI;BOG;104;2033;383259127"
"CRI;BOG;273;3575;67342275"
"CRI;BOG;99;290465;547148921"
"CRI;BOG;23;57367;108062218"
"CRI;BOG;83;49644;936673063"
"CRI;BOG;334;1822409;3432871834"
"CRI;BOG;1962;30365;57198551"
"CUB;BOG;1000;1670;31469981"
"CHL;BOG;1;129;2429251"
"CHL;BOG;41;854;16082016"
"CHL;BOG;24;5570;105499142"
"CHL;BOG;141;22464;425481638"
"CHL;BOG;13216;26432;50063794"
"CHL;BOG;2600;832;156875264"
"CHL;BOG;3405;232562;437946805"
"CHL;BOG;35935;5203816;9799514062"
"CHL;BOG;798;4000;7529360"
"CHL;BOG;52;432;81612144"
"CHL;BOG;1;74135;139742251"
"CHL;BOG;2919;706716;1332527152"
"CHL;BOG;362;338636;637793815"
"CHL;BOG;20;1112;2094363"
"CHL;BOG;225;111925;210801784"
"CHL;BOG;105;11088;208904573"
"CHL;BOG;7;1088315;2056012049"
"CHL;BOG;1800;58752;110992516"
"CHL;BOG;25780;514328;969492852"
"CHL;BOG;91;7727;145718857"
"CHL;BOG;97;6701;126372828"
"CHL;BOG;285;133433;251166273"
"CHL;BOG;683;124515;2343795651"
"CHL;BOG;1512;4854681;9146510285"
"CHL;BOG;94598;195953;369106868"
"CHL;BOG;148;38829;735331953"
"CHL;BOG;12;9746;18331349"
"CHL;BOG;20;845;1589369"
"CHL;BOG;2;3302;6210765"
"CHL;BOG;8;12234;23011053"
"CHL;BOG;3;453;852052"
"CHL;BOG;1;42059;79279953"
"CHL;BOG;960;126317;238213651"
"CHL;BOG;1;2152;406035056"
"CHL;BOG;30;3960;74653524"
"CHL;BOG;34721;940;17720786"
"CHL;BOG;2240;807408;151749104"
"CHL;BOG;520;10256;193411751"
"CHL;BOG;345;1800;3434922"
"CHL;BOG;342;3;56511"
"CHL;BOG;1;5;94185"
"CHL;BOG;92;85;1601145"
"CHL;BOG;1;30;565329"
"CHL;BOG;8;289904;546010992"
"CHL;BOG;420;147;27735666"
"CHL;BOG;350;350;660373"
"CHL;BOG;6987;3059;577166"
"CHL;BOG;16;32;6037696"
"CHL;BOG;300;105;1981119"
"CHL;BOG;25;14755;278159785"
"CHL;BOG;704;11268;21260237"
"CHL;BOG;45;25682;48268805"
"CHL;BOG;1;68048;1279921637"
"CHL;BOG;60;708;133326312"
"CHL;BOG;2268;30645216;57677667486"
"CHL;BOG;1799;202136;381386162"
"CHL;BOG;3;61617;116064862"
"CHL;BOG;154998;261383;492842874"
"CHL;BOG;17;8;151134"
"CHL;BOG;37;3394;64075871"
"CHL;BOG;6;515;9729226"
"CHL;BOG;33;2348;44291829"
"CHL;BOG;40;103;1945845"
"CHL;BOG;106;13618;257050032"
"CHL;BOG;85;1386;26150025"
"CHL;BOG;83;85;16033673"
"CHL;BOG;41;512;967255"
"CHL;BOG;80;181;341593"
"CHL;BOG;40;94;177582"
"CHL;BOG;80;215;4057591"
"CHL;BOG;40;704;13274061"
"CHL;BOG;41;564;10654919"
"CHL;BOG;80;174;328398"
"CHL;BOG;57;406323;764744582"
"CHL;BOG;63;9;1695285"
"CHL;BOG;60;83025;156042167"
"CHN;BOG;4000;171847;32377005882"
"CHN;BOG;1675;23;4334189"
"CHN;BOG;1;750;1420545"
"CHN;BOG;74;43;80835"
"CHN;BOG;1;475632;894131084"
"CHN;BOG;9;14275;268891038"
"CHN;BOG;1;244703;462476435"
"TWN;BOG;2;16;3007168"
"DNK;BOG;1;271319;517755335"
"DMA;BOG;13;117916;221958003"
"DMA;BOG;76;181181;341044244"
"DMA;BOG;1000;1442;271433428"
"ECU;BOG;263;31016;584912134"
"ECU;BOG;158;14062;265186821"
"ECU;BOG;166;7656;1443799104"
"ECU;BOG;119;4806;906334704"
"ECU;BOG;57;10206;19246883"
"ECU;BOG;179;83844;158116369"
"ECU;BOG;114;4500;8486280"
"ECU;BOG;54;903;170291352"
"ECU;BOG;1000;250;469870"
"ECU;BOG;400;2260;4257049"
"ECU;BOG;1017;923975;1741665156"
"ECU;BOG;300;2295;432476685"
"ECU;BOG;437;20702;3890858092"
"ECU;BOG;200;344704;650380613"
"ECU;BOG;357410;1469518;2782929103"
"ECU;BOG;210;14462;272423327"
"ECU;BOG;96;46272;87196345"
"ECU;BOG;92;7728;14562875"
"ECU;BOG;517;700254;1318850077"
"ECU;BOG;109;85492;160943495"
"ECU;BOG;166;323241;608798564"
"ECU;BOG;103;7056;132965381"
"ECU;BOG;94;139616;262955567"
"ECU;BOG;210;220463;415447091"
"ECU;BOG;189;219628;413439455"
"ECU;BOG;141;52573;99007278"
"ECU;BOG;67;6944;130784685"
"ECU;BOG;108;163852;308387488"
"ECU;BOG;666;931404;1753946053"
"ECU;BOG;114;156978;295814053"
"ECU;BOG;1015;1284535;2419385501"
"ECU;BOG;111;9755;183768738"
"ECU;BOG;118;147792;278229399"
"ECU;BOG;102;96692;181984981"
"ECU;BOG;701;1217925;2293473051"
"ECU;BOG;248;383749;722628532"
"ECU;BOG;240;349176;65754605"
"ECU;BOG;46;42279;79671816"
"ECU;BOG;98;71598;134842618"
"ECU;BOG;60;5152;97033798"
"ECU;BOG;57;4532;85356594"
"ECU;BOG;150;137028;258123403"
"ECU;BOG;83;8028;15110931"
"ECU;BOG;127;1817;34214932"
"ECU;BOG;83;10242;19289988"
"ECU;BOG;153;2954;55636227"
"ECU;BOG;198;9889425;18635929153"
"ECU;BOG;660;1445416;27271820"
"ECU;BOG;1844;7830;147387222"
"ECU;BOG;232026;63603843;11977494091"
"ECU;BOG;473;15000;28213650"
"ECU;BOG;482;12060;226837746"
"ECU;BOG;32;15300;28916235"
"ECU;BOG;7745;82569;1560512816"
"ECU;BOG;9;400;752364"
"ECU;BOG;245;41388;780151384"
"ECU;BOG;25000;13500;25761915"
"ECU;BOG;400;7600;14320870"
"ECU;BOG;10;2339783;4404267132"
"ECU;BOG;1;121551;228800309"
"ECU;BOG;246;9315;1777572135"
"ECU;BOG;2;2072;3894241"
"ECU;BOG;2;2304;4330276"
"ECU;BOG;26;14044;26395136"
"ECU;BOG;8;34544;64924066"
"ECU;BOG;108642;54705;1030450733"
"ECU;BOG;160;32634;616766283"
"ECU;BOG;9;11439;21547072"
"ECU;BOG;9;3834;7221914"
"ECU;BOG;16;4304;810723"
"ECU;BOG;90;100356;189035579"
"ECU;BOG;46;12204;22988065"
"ECU;BOG;500;17000;32022900"
"ECU;BOG;5;1125;212059125"
"ECU;BOG;9105;123075;2318302238"
"ECU;BOG;2486;1684904;3175993493"
"ECU;BOG;100;2430;45810117"
"ECU;BOG;49;38412;7247499336"
"ECU;BOG;78;16950;320214315"
"ECU;BOG;7484;4270;80488219"
"ECU;BOG;4861;1231932;2324384659"
"ECU;BOG;24801;2559;482363823"
"ECU;BOG;20886;4793;903466121"
"ECU;BOG;67887;1549393;2919872881"
"ECU;BOG;3;60;113397"
"ECU;BOG;24097;2020;3805074"
"ECU;BOG;92962;54766;103232267"
"ECU;BOG;5;733;138184427"
"ECU;BOG;622;124764;2350179468"
"ECU;BOG;1019;150258;282895265"
"ECU;BOG;200;1143;21482228"
"ECU;BOG;8;4552;8580383"
"ECU;BOG;18;6689;1260856433"
"ECU;BOG;320000;8040;151108584"
"ECU;BOG;1712;1281483;2414390862"
"ECU;BOG;1000;3486;656103546"
"ECU;BOG;3191;1395464;2632933566"
"ECU;BOG;252;237917;447379798"
"ECU;BOG;155;343862;648591281"
"ECU;BOG;41;4498;8453811"
"ECU;BOG;44;1432;26913867"
"ECU;BOG;40;213;401217"
"ECU;BOG;44;706;13298569"
"ECU;BOG;97;68255;128282542"
"ECU;BOG;1100;49129;926956146"
"ECU;BOG;2;5;942595"
"ECU;BOG;76;52054;98072859"
"ECU;BOG;5;896;168913"
"ECU;BOG;208;137429;258924482"
"ECU;BOG;100;214;40377092"
"ECU;BOG;8;6228;1174096332"
"ECU;BOG;70;52642;98938533"
"ECU;BOG;5;14761;27780438"
"ECU;BOG;60;13098;246893371"
"ECU;BOG;3;210977;397731731"
"ECU;BOG;1;379;71448701"
"ECU;BOG;2;225166;424133936"
"ECU;BOG;1;28098;531038151"
"ECU;BOG;1;5628;10609849"
"ECU;BOG;301;1509995;2846295275"
"ECU;BOG;1;1412;2661888"
"ECU;BOG;1;2372;4466808"
"ECU;BOG;1;7193;13560172"
"ECU;BOG;865;295725;5570423963"
"ECU;BOG;18;5481978;1031110724"
"ECU;BOG;1;4475;8436225"
"ECU;BOG;1;4475;8427052"
"ECU;BOG;1;2423;456090982"
"ECU;BOG;13;6057;1141859583"
"ECU;BOG;25;5015;94531246"
"ECU;BOG;400;405124;762358476"
"ECU;BOG;1039;450324;848437435"
"ECU;BOG;1;63466;119373834"
"ECU;BOG;1;54389;102422101"
"ECU;BOG;3;41176;77540172"
"ECU;BOG;1;3826;7212737"
"ECU;BOG;40;7936;14915395"
"ECU;BOG;8;17192;32406404"
"ECU;BOG;6;5991;11259845"
"ECU;BOG;218;153118;288483499"
"ECU;BOG;2;4138;7789123"
"ECU;BOG;275;5973508;11250429483"
"ECU;BOG;88;426776;802727247"
"ECU;BOG;2;3845;7240674"
"ECU;BOG;54;364072;684786666"
"ECU;BOG;12945;1540865;2898228387"
"ECU;BOG;1197;178704;336689058"
"ECU;BOG;2;53492;100732925"
"ECU;BOG;1;5144;9686872"
"ECU;BOG;1;488;917884"
"ECU;BOG;2;16672;31358532"
"ECU;BOG;59;477413;899168315"
"ECU;BOG;366;22704;4278409872"
"ECU;BOG;51;774;145854882"
"ECU;BOG;92;28938;54410813"
"ECU;BOG;35000;9981;1881312878"
"ECU;BOG;720;75912;143022763"
"ECU;BOG;1;38378;72271147"
"ECU;BOG;189;47892;90011098"
"ECU;BOG;96;39423;74182681"
"ECU;BOG;830;74916;140842456"
"ECU;BOG;96;829;15618857"
"ECU;BOG;79;17033;32091194"
"ECU;BOG;40;94;177063"
"ECU;BOG;18952;87983;165397482"
"ECU;BOG;1;6265;1184053675"
"ECU;BOG;110;8848;16673437"
"ECU;BOG;10;50;944975"
"ECU;BOG;2;9763;1840511"
"ECU;BOG;50;806;15182219"
"ECU;BOG;1;276883;521187946"
"ECU;BOG;28;68425;1295812123"
"ECU;BOG;5;34343;6474308"
"ECU;BOG;28;1697;32137277"
"ECU;BOG;1;905;1706097"
"ECU;BOG;11;15641;29486256"
"ECU;BOG;5;70209;132357305"
"ECU;BOG;2;1937;3651613"
"ECU;BOG;3;83;156471"
"ECU;BOG;4;198891;374641032"
"ECU;BOG;5;980503;1857131513"
"ECU;BOG;2;101223;190668704"
"ECU;BOG;1;106679;201110184"
"ECU;BOG;3;15970971;30062797552"
"ECU;BOG;2;1047654;197204103"
"ECU;BOG;1;10998;2082768246"
"ECU;BOG;3;15863;300408735"
"ECU;BOG;3;2914;5493444"
"ECU;BOG;692;597503;1128784743"
"ECU;BOG;180;1008;18944957"
"ECU;BOG;7;6653;12568648"
"ECU;BOG;1;85702;16107348092"
"ECU;BOG;57;26025;4916564925"
"ECU;BOG;1;1300;2455921"
"ECU;BOG;2;2049879;387256991"
"ECU;BOG;5;2750;51952175"
"ECU;BOG;1;700;1322419"
"ECU;BOG;5;600;1133502"
"ECU;BOG;3;434259;820699724"
"ECU;BOG;65;345139;648681848"
"ECU;BOG;264;1401101;2643569345"
"ECU;BOG;1;51146;961483425"
"ECU;BOG;100;14723;2773901538"
"ECU;BOG;240;65868;1239708215"
"ECU;BOG;41;7737;14579835"
"ECU;BOG;14;169896;320157119"
"ECU;BOG;1;15439;29093715"
"ECU;BOG;1;28551;53802361"
"ECU;BOG;2;367196;6919551583"
"ECU;BOG;3;5460;102931374"
"ECU;BOG;1;38956;7340985508"
"ECU;BOG;3;5340;100574628"
"ECU;BOG;300;6900;12997185"
"ECU;BOG;24;13125;247402313"
"ECU;BOG;249;256;48208384"
"ECU;BOG;246;60;1129884"
"ECU;BOG;17541;99464;1874866561"
"ECU;BOG;921780;3457039;6514548003"
"ECU;BOG;30;60;1129884"
"ECU;BOG;30;45;847413"
"ECU;BOG;74;49334;929028288"
"ECU;BOG;202;612;115248168"
"ECU;BOG;80;160;3013024"
"ECU;BOG;50;25;470785"
"ECU;BOG;30;15;282471"
"ECU;BOG;6;1696681;3198620055"
"ECU;BOG;5;6625;12493690"
"ECU;BOG;1;169896;320342306"
"ECU;BOG;1;312141;588548098"
"ECU;BOG;5;1002388;1898583015"
"ECU;BOG;1;7281;1372053483"
"ECU;BOG;6;1109;208896785"
"ECU;BOG;1;929615;1751794394"
"ECU;BOG;22870;44157;832589066"
"ECU;BOG;10400;3120;58828224"
"ECU;BOG;120;2124;400414356"
"ECU;BOG;14;77912;146758939"
"ECU;BOG;12379;709791;1339174799"
"ECU;BOG;1302;57825;108922061"
"ECU;BOG;5;7655;14443301"
"ECU;BOG;22948;15646;29471588"
"ECU;BOG;119;93381;175753314"
"ECU;BOG;3000;6837;1292158815"
"ECU;BOG;1;2294;432462586"
"ECU;BOG;200;2200;4148848"
"ECU;BOG;956;4820;9077882"
"ECU;BOG;192;66121;1244588363"
"ECU;BOG;120;24644;464052266"
"ECU;BOG;551;27531;5178108078"
"ECU;BOG;47;434;81568564"
"ECU;BOG;160;47086;886078398"
"ECU;BOG;191;91192;1719735213"
"ECU;BOG;619;316196;5949540142"
"ECU;BOG;116;2166;407856636"
"ECU;BOG;301;130565;2456328589"
"ECU;BOG;334;23720;445807912"
"ECU;BOG;216;140256;2636055418"
"ECU;BOG;61;17532;329506927"
"ECU;BOG;7;47475;89725376"
"ECU;BOG;8372;298662;5614487206"
"ECU;BOG;1323;3500415;6604513014"
"ECU;BOG;572;19194;360743552"
"ECU;BOG;66;369519;69449618"
"ECU;BOG;14;216261;406453899"
"ECU;BOG;15600;181425;341461807"
"ECU;BOG;4;1760;33078496"
"ECU;BOG;4;3420;64277532"
"ECU;BOG;2;1514;284550244"
"ECU;BOG;1;1154;216889684"
"ECU;BOG;44;168;31574928"
"ECU;IPI;2;20200;38045084"
"ECU;IPI;400;16892;318409132"
"ECU;IPI;200;564516;1064095725"
"ECU;IPI;575;1514652;285507358"
"ECU;IPI;100;717;135152349"
"ECU;IPI;1000;11689;2203341433"
"ECU;IPI;400;1209032;2278989049"
"ECU;IPI;100;32059;60430253"
"ECU;IPI;60;19338;3645155"
"ECU;IPI;210;119524;225299154"
"ECU;IPI;3250;9720;183219084"
"ECU;IPI;2420;773901;1458780168"
"ECU;IPI;20000;11350;213944095"
"ECU;IPI;12744;18602;3509788156"
"ECU;IPI;1424;1424;26841973"
"ECU;IPI;1740;1175112;221108589"
"ECU;IPI;162844;477687;899402879"
"ECU;IPI;2754;1811091;3409051265"
"ECU;IPI;260;96494;181612322"
"ECU;IPI;5;141;265063"
"ECU;IPI;12;126132;237394299"
"ECU;IPI;49;982;1849518"
"ECU;IPI;25;123376;232207203"
"ECU;IPI;166;1001;188176"
"ECU;IPI;200;74412;140051569"
"ECU;IPI;40;694603;1307319252"
"ECU;IPI;5;7316;13753202"
"ECU;IPI;5;3787;7119106"
"ECU;IPI;1;313;58840244"
"ECU;IPI;297;3319;6256215"
"ECU;IPI;90;31865;59973435"
"ECU;IPI;30;44882;84472861"
"ECU;IPI;48448;724983;1366645162"
"ECU;IPI;500;265;49957535"
"ECU;IPI;15;3409;6426613"
"ECU;IPI;141;19981;37667981"
"ECU;IPI;99;13197;24875949"
"ECU;IPI;17245;204468;385461029"
"ECU;IPI;600;335172;631862903"
"ECU;IPI;150;5399;10178141"
"ECU;IPI;2021;95830;1803626013"
"ECU;IPI;4028;97453;183544929"
"ECU;IPI;4;126644;23925204548"
"EGY;BOG;500;1480;27889564"
"SLV;BOG;4674;1650;3107643"
"SLV;BOG;201;2535516;4783960878"
"SLV;BOG;20;27324;51528692"
"SLV;BOG;50;15895;299615982"
"SLV;BOG;7;253817;478222343"
"SLV;BOG;4;78179;148075717"
"SLV;BOG;6;210677;399034879"
"SLV;BOG;1;11304;21410454"
"SLV;BOG;14;320;6031904"
"SLV;BOG;360;1998;376587036"
"SLV;BOG;6538;2150;40526855"
"SLV;BOG;438;2142;40376057"
"SLV;BOG;1319;4256512;8007014048"
"SLV;BOG;358;1353128;2582160632"
"SLV;BOG;329;916888;1740809624"
"SLV;BOG;528;175724;3338775572"
"SLV;BOG;471;1444372;2747423615"
"SLV;BOG;269;195046;3705460"
"SLV;BOG;660;6996;131580131"
"SLV;BOG;73;10585;2019925"
"SLV;BOG;30;1100;2070574"
"SLV;BOG;780;733199;1385137555"
"SLV;BOG;40;1445;27199813"
"SLV;BOG;3;453;8539911"
"SLV;BOG;5000;8535;161036673"
"SLV;BOG;30;6357;119729009"
"SLV;BOG;84;98262;18524254"
"ARE;BOG;10961;456249558;86008274918"
"ARE;BOG;41;336;6329064"
"ARE;BOG;1;264187;497501107"
"ARE;BOG;47;388;73207064"
"ARE;BOG;177;504064;951057874"
"ARE;BOG;155;59267;1118237903"
"ARE;BOG;97;281976;532026677"
"ARE;BOG;67;13356;251998337"
"ARE;BOG;2;136554;257647356"
"ARE;BOG;32;3547;667665998"
"ARE;BOG;274;14631;2754051654"
"ESP;BOG;16278;307309;581972564"
"ESP;BOG;78;3604;6825147"
"ESP;BOG;4734;48084;91060036"
"ESP;BOG;257;2661;5039322"
"ESP;BOG;426;761209;1452607523"
"ESP;BOG;21;15;2825475"
"ESP;BOG;198;229666;432610361"
"ESP;BOG;1;4654;875934"
"ESP;BOG;383;49;923666"
"ESP;BOG;154;245;461836"
"ESP;BOG;373;465;876555"
"ESP;BOG;19;3128;5894457"
"ESP;BOG;557;153;28812042"
"ESP;BOG;40;156;29377"
"ESP;BOG;360;29315;5525533"
"ESP;BOG;7;1134;2135481"
"ESP;BOG;1;200;378812"
"ESP;BOG;1;700;1322965"
"ESP;BOG;1260;1557;292697316"
"ESP;BOG;1;730;13746922"
"ESP;BOG;47;30781;57964932"
"ESP;BOG;76;15001;282489831"
"USA;BOG;1;3455;65034847"
"USA;BOG;47;32547;61636532"
"USA;BOG;360;108675;2053055498"
"USA;BOG;50;121563;230212363"
"USA;BOG;6;6000;11301900"
"USA;BOG;4;300;565095"
"USA;BOG;45;3703;701263"
"USA;BOG;1;32282;607656999"
"USA;BOG;10372;1140;21478284"
"USA;BOG;712577;39025;7352544151"
"USA;BOG;27706;12852;242139391"
"USA;BOG;3590;7324;13786375"
"USA;BOG;105;11165;20996851"
"USA;BOG;43;104972;197662925"
"USA;BOG;10;2068;38926791"
"USA;BOG;7;11376;214226"
"USA;BOG;10;15396;28992824"
"USA;BOG;11;14079;26512728"
"USA;BOG;19;24309;4577725"
"USA;BOG;41;7326;13980133"
"USA;BOG;81;42925;80792198"
"USA;BOG;90;130599;246002806"
"USA;BOG;40;174;3277551"
"USA;BOG;41;19831;37344549"
"USA;BOG;40;10044;18914258"
"USA;BOG;81;2243;4223883"
"USA;BOG;409;79774;150445751"
"USA;BOG;122;38005;7156915"
"USA;BOG;200;3500;6588190"
"USA;BOG;2;4032;7595685"
"USA;BOG;6;6966;13117953"
"USA;BOG;40;3728;7020346"
"USA;BOG;69;437488;823501162"
"USA;BOG;41;1576;29678286"
"USA;BOG;3;991901;1867888449"
"USA;BOG;12;555248;104516552"
"USA;BOG;3123;4835911;910242665"
"USA;BOG;1;4875;917528625"
"USA;BOG;83;12873;2425692416"
"USA;BOG;300;3;5651"
"USA;BOG;40;2593;4882982"
"USA;BOG;80;259;4876287"
"USA;BOG;40;1719;3230792"
"USA;BOG;40;75;1409595"
"USA;BOG;14;1400;2651684"
"USA;BOG;59;2274;428226036"
"USA;BOG;75;562;105832468"
"USA;BOG;40;1152;2169965"
"USA;BOG;40;1152;2169965"
"USA;BOG;3;218423;412772282"
"USA;BOG;3467;261833;493267024"
"USA;BOG;41;68582;129212603"
"USA;BOG;58;20064;37709485"
"USA;BOG;12542;7685311;14487354693"
"USA;BOG;95;488;91960184"
"USA;BOG;24;14385;272460531"
"USA;BOG;125;7995;150597818"
"USA;BOG;3;618;11640957"
"USA;BOG;8;1000;1883650"
"USA;BOG;1;103;19401595"
"USA;BOG;81;284;5349566"
"USA;BOG;54;2667;502369455"
"USA;BOG;41;364;6856486"
"USA;BOG;40;96;1808304"
"USA;BOG;58;2637;496826622"
"USA;BOG;5;33000;62173980"
"USA;BOG;1;801309;1506028213"
"USA;BOG;1;151954;2855914648"
"USA;BOG;6320;212985;401080573"
"USA;BOG;772497;3589075;6763360602"
"USA;BOG;160851;1190526;224436771"
"USA;BOG;1;4363;832586927"
"USA;BOG;1;6900;13167201"
"USA;BOG;2346;1550918;2923775104"
"USA;BOG;2000;4840;90965864"
"USA;BOG;200;900;1691514"
"USA;BOG;619;221125;417214227"
"USA;BOG;1250;6118;1149853628"
"USA;BOG;4918;4742806;8948631504"
"USA;BOG;5930;2261531;426701146"
"USA;BOG;175;66901;126227469"
"USA;BOG;9880;11856;22317023"
"USA;BOG;60111;17769715;33651753176"
"USA;BOG;2010;1107108;20851163564"
"USA;BOG;45;85967;16179935"
"USA;BOG;2851;750;1414140"
"USA;BOG;684;1212;227841456"
"USA;BOG;14124;1232904;2317711572"
"USA;BOG;475;180;3393936"
"USA;BOG;3;207535;391197249"
"USA;BOG;150;4250;7987705"
"USA;BOG;635;1866;351735402"
"USA;BOG;130;1911;3594419"
"USA;BOG;2170;13986;2635539824"
"USA;BOG;150;263304;495985745"
"USA;BOG;39403;95018;179579269"
"USA;BOG;86;27592;5185861216"
"USA;BOG;28;12013;2266588814"
"USA;BOG;11;167783;316302834"
"USA;BOG;103;2420348;4562815846"
"USA;BOG;5;2117504;3991897366"
"USA;BOG;5;289205;545206374"
"USA;BOG;4;696798;1313596622"
"USA;BOG;2;2333;439814827"
"USA;BOG;49;1738;327607786"
"USA;BOG;3;143352;270245757"
"USA;BOG;4;139528;26303679"
"USA;BOG;4;44624;84124719"
"USA;BOG;30;10566;199189175"
"USA;BOG;6031;1602912;3029239258"
"USA;BOG;1;19800;37358244"
"USA;BOG;2452;134172;2540909084"
"USA;BOG;1;3702;6993707"
"USA;BOG;11779;267621;505581565"
"USA;BOG;2;11115;20998125"
"USA;BOG;43;35663;6737347"
"USA;BOG;30;46146;87177639"
"USA;BOG;200;20;377834"
"USA;BOG;1;1;188314"
"USA;BOG;1;3000;5724870"
"USA;BOG;36;365;6880944"
"USA;BOG;2;926;174426"
"USA;BOG;2;211970;4045002313"
"USA;BOG;115;1380;25942344"
"USA;BOG;22;286;53764568"
"USA;BOG;1;40;75348"
"USA;BOG;403;3627;681832476"
"USA;BOG;55112;651456;1233707829"
"USA;BOG;394;196212;371580399"
"USA;BOG;2;9128472;172203234"
"USA;BOG;1;120;2272872"
"USA;BOG;3;70;1326541"
"USA;BOG;6;50;949373"
"USA;BOG;135;3341;6294644"
"USA;BOG;1;1634;3078554"
"USA;BOG;4;2552;4808121"
"USA;BOG;6;246036;463546586"
"USA;BOG;1;1075000;2020419500"
"USA;BOG;3375;37125;69932363"
"USA;BOG;120;8511;160186382"
"USA;BOG;126;69651;131090844"
"USA;BOG;250;437;8231769"
"USA;BOG;20132;30805;58073278"
"USA;BOG;3;7125;1349311125"
"USA;BOG;48;2272084;4302804517"
"USA;BOG;60;8620;163242974"
"USA;BOG;1;5895;111654837"
"USA;BOG;1;3;568218"
"USA;BOG;5;906;1702809"
"USA;BOG;1302;259723;488144184"
"USA;BOG;3;4500;8457570"
"USA;BOG;3;21000;39468660"
"USA;BOG;1;282;5300134"
"USA;BOG;5;999;18776005"
"USA;BOG;6;367971;691594135"
"USA;BOG;4;1088;20498573"
"USA;BOG;32128;355712;670182751"
"USA;BOG;16000;320;6045344"
"USA;BOG;10;37000;69638070"
"USA;BOG;1;600;1133502"
"USA;BOG;1;93074;175462174"
"USA;BOG;4;12397;233707004"
"USA;BOG;2;421491;794590618"
"USA;BOG;3;122067;230119488"
"USA;BOG;6;2646;498821274"
"USA;BOG;104;70341;13260615"
"USA;BOG;1975;360;6771276"
"USA;BOG;31432;3202752;6022949216"
"USA;BOG;71;662;1244486"
"USA;BOG;257;240;4510704"
"USA;BOG;1285;1691;31781669"
"USA;BOG;116;193341;36365702"
"USA;BOG;47;33202;62449974"
"USA;BOG;50;44805;84274173"
"USA;BOG;1595;934638;1765627439"
"USA;BOG;5220;3631538;6826855655"
"USA;BOG;17704;1512339;2851545431"
"USA;BOG;500;275;5188645"
"USA;BOG;1;2500;4713800"
"USA;BOG;1054;7905;149149959"
"USA;BOG;738;15860;299058076"
"USA;BOG;42978;394721;743950666"
"USA;BOG;713378;3381041;6375020426"
"USA;BOG;41;1413;26615975"
"USA;BOG;40;1201;2262264"
"USA;BOG;5;14277;26874168"
"USA;BOG;2410;445887;8394528565"
"USA;BOG;13393;502515;9481352517"
"USA;BOG;3000;600;1132068"
"USA;BOG;13;22300;42047096"
"USA;BOG;32199;2534444;4772953375"
